;idVotant;Genre;Nom;Prénom;date_naissance;wikilink;age;Identité;CSP
387;PA719578;M.;Prud'homme;Loïc;;Loïc_Prud'homme;51;Prud'homme Loïc;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
388;PA718682;M.;Trompille;Stéphane;;Stéphane_Trompille;38;Trompille Stéphane;Employés de commerce
389;PA719130;Mme;Michel;Monica;;Monica_Michel;65;Michel Monica;Cadres d'entreprise
390;PA720046;Mme;Dufeu;Audrey;;Audrey_Dufeu;40;Dufeu Audrey;Cadres d'entreprise
391;PA721522;M.;Batut;Xavier;;Xavier_Batut; a;Batut Xavier;Cadres d'entreprise
392;PA722134;M.;Fiévet;Jean-Marie;;Jean-Marie_Fiévet;56;Fiévet Jean-Marie;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
393;PA722320;M.;Lejeune;Christophe;;Christophe_Lejeune;51;Lejeune Christophe;Professions libérales et assimilés
394;PA720696;Mme;Descamps;Béatrice;;Béatrice_Descamps_(femme_politique,_1961);59;Descamps Béatrice;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
395;PA333285;M.;Garot;Guillaume;1966-05-29;Guillaume_Garot;54;Garot Guillaume;Cadres de la fonction publique, professions intellectuelles et artistiques
396;PA718860;Mme;Taurine;Bénédicte;;Bénédicte_Taurine;44;Taurine Bénédicte;Cadres de la fonction publique, professions intellectuelles et artistiques
397;PA719676;Mme;Ressiguier;Muriel;;Muriel_Ressiguier;43;Ressiguier Muriel;Employés de la fonction publique
398;PA721226;Mme;Rubin;Sabine;;Sabine_Rubin;60;Rubin Sabine;Cadres de la fonction publique, professions intellectuelles et artistiques
399;PA718794;Mme;Hérin;Danièle;;Danièle_Hérin;74;Hérin Danièle;Anciens cadres et professions intermédiaires
400;PA720342;Mme;Le Peih;Nicole;;Nicole_Le Peih;61;Le Peih Nicole;Agriculteurs exploitants
401;PA721036;M.;Adam;Lénaïck;;Lénaïck_Adam;29;Adam Lénaïck;Cadres d'entreprise
402;PA721624;Mme;Avia;Laetitia;;Laetitia_Avia;35;Avia Laetitia;Professions libérales et assimilés
403;PA722344;M.;Julien-Laferrière;Hubert;;Hubert_Julien-Laferrière;55;Julien-Laferrière Hubert;Cadres de la fonction publique, professions intellectuelles et artistiques
404;PA267440;M.;Diard;Éric;;Éric_Diard;55;Diard Éric;Professions libérales et assimilés
405;PA722030;M.;Bournazel;Pierre-Yves;;Pierre-Yves_Bournazel;43;Bournazel Pierre-Yves;Commerçants et assimilés
406;PA335999;Mme;Batho;Delphine;1973-03-23;Delphine_Batho;47;Batho Delphine;Cadres de la fonction publique, professions intellectuelles et artistiques
407;PA335612;M.;Lecoq;Jean-Paul;;Jean-Paul_Lecoq;62;Lecoq Jean-Paul;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
408;PA719480;M.;Gaillard;Olivier;;Olivier_Gaillard_(homme_politique);54;Gaillard Olivier;Cadres de la fonction publique, professions intellectuelles et artistiques
409;PA721314;M.;Schellenberger;Raphaël;;Raphaël_Schellenberger;31;Schellenberger Raphaël;Cadres de la fonction publique, professions intellectuelles et artistiques
410;PA721608;M.;Bourlanges;Jean-Louis;;Jean-Louis_Bourlanges;74;Bourlanges Jean-Louis;Cadres de la fonction publique, professions intellectuelles et artistiques
411;PA421348;M.;Villiers;André;;André_Villiers_(homme_politique);66;Villiers André;Agriculteurs exploitants
412;PA607155;M.;Daniel;Yves;1954-07-31;Yves_Daniel;66;Daniel Yves;Anciens agriculteurs exploitants
413;PA718876;M.;Besson-Moreau;Grégory;;Grégory_Besson-Moreau;38;Besson-Moreau Grégory;Chefs d'entreprise de 10 salariés ou plus
414;PA718894;M.;Dombreval;Loïc;;Loïc_Dombreval;54;Dombreval Loïc;Chefs d'entreprise de 10 salariés ou plus
415;PA719700;M.;Huppé;Philippe;;Philippe_Huppé;53;Huppé Philippe;Cadres de la fonction publique, professions intellectuelles et artistiques
416;PA336316;M.;Bouchet;Jean-Claude;1957-05-02;Jean-Claude_Bouchet;63;Bouchet Jean-Claude;Chefs d'entreprise de 10 salariés ou plus
417;PA760658;M.;Chouat;Francis;;Francis_Chouat;72;Chouat Francis;Anciens cadres et professions intermédiaires
418;PA1276;M.;Fanget;Michel;;Michel_Fanget;70;Fanget Michel;Professions libérales et assimilés
419;PA718910;Mme;Pitollat;Claire;;Claire_Pitollat;41;Pitollat Claire;Cadres d'entreprise
420;PA719842;M.;Laabid;Mustapha;;Mustapha_Laabid;51;Laabid Mustapha;Cadres d'entreprise
421;PA720074;Mme;Janvier;Caroline;;Caroline_Janvier;38;Janvier Caroline;Cadres d'entreprise
422;PA720932;M.;Da Silva;Dominique;;Dominique_Da_Silva_(homme_politique);52;Da Silva Dominique;Commerçants et assimilés
423;PA721336;Mme;Brocard;Blandine;;Blandine_Brocard;39;Brocard Blandine;Employés administratifs d'entreprise
424;PA689;Mme;Buffet;Marie-George;1949-05-07;Marie-George_Buffet;71;Buffet Marie-George;Employés administratifs d'entreprise
425;PA718768;Mme;Valetta Ardisson;Alexandra;;Alexandra_Valetta-Ardisson;44;Valetta Ardisson Alexandra;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
426;PA608641;M.;Blein;Yves;1954-10-12;Yves_Blein;66;Blein Yves;Cadres d'entreprise
427;PA719456;Mme;Mörch;Sandrine;;Sandrine_Mörch;59;Mörch Sandrine;Cadres de la fonction publique, professions intellectuelles et artistiques
428;PA720354;M.;Jacques;Jean-Michel;;Jean-Michel_Jacques;;Jacques Jean-Michel;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
429;PA720370;M.;Mendes;Ludovic;;Ludovic_Mendes;33;Mendes Ludovic;Cadres d'entreprise
430;PA267901;M.;Kamardine;Mansour;;Mansour_Kamardine;61;Kamardine Mansour;Professions libérales et assimilés
431;PA1008;M.;David;Alain;;Alain_David_(homme_politique);71;David Alain;Cadres d'entreprise
432;PA720988;Mme;Manin;Josette;;Josette_Manin;70;Manin Josette;Anciens cadres et professions intermédiaires
433;PA588884;Mme;Autain;Clémentine;;Clémentine_Autain;47;Autain Clémentine;Cadres de la fonction publique, professions intellectuelles et artistiques
434;PA717167;M.;Mahjoubi;Mounir;;Mounir_Mahjoubi;37;Mahjoubi Mounir;Professions libérales et assimilés
435;PA719448;Mme;Chapelier;Annie;;Annie_Chapelier;53;Chapelier Annie;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
436;PA720952;M.;Taché;Aurélien;;Aurélien_Taché;36;Taché Aurélien;Cadres de la fonction publique, professions intellectuelles et artistiques
437;PA722260;M.;Villani;Cédric;;Cédric_Villani;47;Villani Cédric;Cadres de la fonction publique, professions intellectuelles et artistiques
438;PA642935;M.;Becht;Olivier;;Olivier_Becht;44;Becht Olivier;Cadres de la fonction publique, professions intellectuelles et artistiques
439;PA712014;M.;Ledoux;Vincent;1966-06-21;Vincent_Ledoux;54;Ledoux Vincent;Cadres de la fonction publique, professions intellectuelles et artistiques
440;PA719072;M.;Mesnier;Thomas;;Thomas_Mesnier;34;Mesnier Thomas;Cadres de la fonction publique, professions intellectuelles et artistiques
441;PA719218;M.;Berville;Hervé;;Hervé_Berville;;Berville Hervé;Cadres d'entreprise
442;PA721398;Mme;Degois;Typhanie;;Typhanie_Degois;28;Degois Typhanie;Professions intermédiaires administratives et commerciales des entreprises
443;PA1809;M.;Lambert;Jérôme;1957-06-07;Jérôme_Lambert_(homme_politique);63;Lambert Jérôme;Cadres d'entreprise
444;PA720614;Mme;Le Pen;Marine;;Marine_Le Pen;52;Le Pen Marine;Professions libérales et assimilés
445;PA720606;M.;Pajot;Ludovic;;Ludovic_Pajot;27;Pajot Ludovic;Sans profession déclarée
446;PA720664;M.;Evrard;José;;José_Evrard;75;Evrard José;Anciens employés et ouvriers
447;PA720822;M.;Bilde;Bruno;;Bruno_Bilde;44;Bilde Bruno;Professions libérales et assimilés
448;PA722390;Mme;Corneloup;Josiane;;Josiane_Corneloup;61;Corneloup Josiane;Professions libérales et assimilés
449;PA508;Mme;Biémouret;Gisèle;1952-06-16;Gisèle_Biémouret;68;Biémouret Gisèle;Cadres de la fonction publique, professions intellectuelles et artistiques
450;PA334768;M.;Touraine;Jean-Louis;1945-10-08;Jean-Louis_Touraine;75;Touraine Jean-Louis;Cadres de la fonction publique, professions intellectuelles et artistiques
451;PA267289;M.;Door;Jean-Pierre;1942-04-01;Jean-Pierre_Door;78;Door Jean-Pierre;Professions libérales et assimilés
452;PA643134;Mme;Valentin;Isabelle;;Isabelle_Valentin;59;Valentin Isabelle;Agriculteurs exploitants
453;PA721126;Mme;Guion-Firmin;Claire;;Claire_Guion-Firmin;63;Guion-Firmin Claire;Cadres d'entreprise
454;PA721792;Mme;Guerel;Émilie;;Émilie_Guerel;37;Guerel Émilie;Cadres de la fonction publique, professions intellectuelles et artistiques
455;PA721808;Mme;Crouzet;Michèle;;Michèle_Crouzet;53;Crouzet Michèle;Cadres d'entreprise
456;PA722300;Mme;Khedher;Anissa;;Anissa_Khedher;40;Khedher Anissa;Cadres de la fonction publique, professions intellectuelles et artistiques
457;PA267378;Mme;Levy;Geneviève;1948-02-24;Geneviève_Levy;73;Levy Geneviève;Cadres d'entreprise
458;PA267042;M.;Favennec-Bécot ;Yannick;1958-08-12;Yannick_Favennec_Becot;62;Favennec-Bécot  Yannick;Cadres de la fonction publique, professions intellectuelles et artistiques
459;PA721094;M.;Dunoyer;Philippe;;Philippe_Dunoyer;53;Dunoyer Philippe;Cadres de la fonction publique, professions intellectuelles et artistiques
460;PA718990;Mme;Blanc;Anne;;Anne_Blanc;54;Blanc Anne;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
461;PA719528;M.;Portarrieu;Jean-François;;Jean-François_Portarrieu;55;Portarrieu Jean-François;Cadres de la fonction publique, professions intellectuelles et artistiques
462;PA719822;Mme;Thillaye;Sabine;;Sabine_Thillaye;61;Thillaye Sabine;Commerçants et assimilés
463;PA607090;M.;Vigier;Jean-Pierre;1969-10-22;Jean-Pierre_Vigier_(homme_politique);51;Vigier Jean-Pierre;Cadres de la fonction publique, professions intellectuelles et artistiques
464;PA719044;Mme;Essayan;Nadia;;Nadia_Essayan;63;Essayan Nadia;Cadres de la fonction publique, professions intellectuelles et artistiques
465;PA719942;M.;Baudu;Stéphane;;Stéphane_Baudu;55;Baudu Stéphane;Cadres d'entreprise
466;PA721996;M.;Loiseau;Patrick;;Patrick_Loiseau;;Loiseau Patrick;Cadres de la fonction publique, professions intellectuelles et artistiques
467;PA605518;M.;Lambert;François-Michel;1966-08-24;François-Michel_Lambert;54;Lambert François-Michel;Professions libérales et assimilés
468;PA608292;Mme;Dubié;Jeanine;1958-01-03;Jeanine_Dubié;63;Dubié Jeanine;Cadres de la fonction publique, professions intellectuelles et artistiques
469;PA719286;M.;Colombani;Paul-André;;Paul-André_Colombani;53;Colombani Paul-André;Professions libérales et assimilés
470;PA721560;M.;Griveaux;Benjamin;;Benjamin_Griveaux;43;Griveaux Benjamin;Cadres d'entreprise
471;PA643157;M.;Naillet;Philippe;1960-08-14;Philippe_Naillet;60;Naillet Philippe;Cadres d'entreprise
472;PA721110;Mme;Sanquer;Nicole;;Nicole_Sanquer;48;Sanquer Nicole;Cadres de la fonction publique, professions intellectuelles et artistiques
473;PA718918;Mme;Louis;Alexandra;;Alexandra_Louis;37;Louis Alexandra;Professions libérales et assimilés
474;PA719052;M.;Kervran;Loïc;;Loïc_Kervran;37;Kervran Loïc;Cadres d'entreprise
475;PA719302;Mme;Thourot;Alice;;Alice_Thourot;35;Thourot Alice;Professions libérales et assimilés
476;PA719396;M.;Larsonneur;Jean-Charles;;Jean-Charles_Larsonneur;37;Larsonneur Jean-Charles;Cadres de la fonction publique, professions intellectuelles et artistiques
477;PA719404;M.;Le Gac;Didier;;Didier_Le Gac;55;Le Gac Didier;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
478;PA719600;M.;Poulliat;Éric;;Éric_Poulliat;46;Poulliat Éric;Employés de la fonction publique
479;PA720814;M.;Cazenove;Sébastien;;Sébastien_Cazenove;;Cazenove Sébastien;Professions intermédiaires administratives et commerciales des entreprises
480;PA721004;Mme;Lakrafi;Amélia;;Amélia_Lakrafi;42;Lakrafi Amélia;Commerçants et assimilés
481;PA767;M.;Cattin;Jacques;;Jacques_Cattin;62;Cattin Jacques;Agriculteurs exploitants
482;PA720772;M.;Bru;Vincent;;Vincent_Bru;65;Bru Vincent;Cadres de la fonction publique, professions intellectuelles et artistiques
483;PA335054;Mme;Karamanli;Marietta;1964-12-18;Marietta_Karamanli;56;Karamanli Marietta;Cadres de la fonction publique, professions intellectuelles et artistiques
484;PA607193;Mme;Errante;Sophie;1971-07-22;Sophie_Errante;49;Errante Sophie;Chefs d'entreprise de 10 salariés ou plus
485;PA721690;M.;Tan;Buon;;Buon_Tan;53;Tan Buon;Commerçants et assimilés
486;PA719504;M.;Lagleize;Jean-Luc;;Jean-Luc_Lagleize;62;Lagleize Jean-Luc;Professions libérales et assimilés
487;PA267355;M.;Herth;Antoine;1963-02-14;Antoine_Herth;58;Herth Antoine;Agriculteurs exploitants
488;PA721718;Mme;Do;Stéphanie;;Stéphanie_Do;41;Do Stéphanie;Cadres de la fonction publique, professions intellectuelles et artistiques
489;PA722312;Mme;Bessot Ballot;Barbara;;Barbara_Bessot Ballot;48;Bessot Ballot Barbara;Cadres d'entreprise
490;PA722240;M.;Venteau;Pierre;;Pierre_Venteau;46;Venteau Pierre;Cadres d'entreprise
491;PA1012;M.;de la Verpillière;Charles;1954-05-31;Charles_de la Verpillière;66;de la Verpillière Charles;Cadres de la fonction publique, professions intellectuelles et artistiques
492;PA713448;Mme;Brenier;Marine;1986-08-11;Marine_Brenier;34;Brenier Marine;Cadres d'entreprise
493;PA267766;M.;Bricout;Guy;;Guy_Bricout;77;Bricout Guy;Anciens cadres et professions intermédiaires
494;PA719464;M.;Nadot;Sébastien;;Sébastien_Nadot;48;Nadot Sébastien;Cadres de la fonction publique, professions intellectuelles et artistiques
495;PA334116;Mme;Maquet;Jacqueline;1949-05-13;Jacqueline_Maquet;71;Maquet Jacqueline;Cadres d'entreprise
496;PA720438;M.;Di Pompeo;Christophe;;Christophe_Di Pompeo;56;Di Pompeo Christophe;Cadres de la fonction publique, professions intellectuelles et artistiques
497;PA720310;M.;Arend;Christophe;;Christophe_Arend;45;Arend Christophe;Professions libérales et assimilés
498;PA722118;Mme;Sylla;Sira;;Sira_Sylla;40;Sylla Sira;Professions libérales et assimilés
499;PA718902;M.;Roussel;Cédric;;Cédric_Roussel;43;Roussel Cédric;Professions libérales et assimilés
500;PA266788;M.;Morel-À-L'Huissier;Pierre;1958-12-21;Pierre_Morel-À-L'Huissier;62;Morel-À-L'Huissier Pierre;Professions libérales et assimilés
501;PA721872;Mme;Poirson;Brune;;Brune_Poirson;38;Poirson Brune;Professions libérales et assimilés
502;PA722218;Mme;Delpirou;Cécile;;Cécile_Delpirou;56;Delpirou Cécile;Cadres d'entreprise
503;PA720246;M.;Templier;Sylvain;;Sylvain_Templier;49;Templier Sylvain;Professions libérales et assimilés
504;PA342240;M.;Bourgeaux;Jean-Luc;;Jean-Luc_Bourgeaux;57;Bourgeaux Jean-Luc;Agriculteurs exploitants
505;PA342196;Mme;Rouaux;Claudia;;Claudia_Rouaux;57;Rouaux Claudia;Cadres de la fonction publique, professions intellectuelles et artistiques
506;PA695100;M.;Habib;Meyer;1961-04-28;Meyer_Habib;59;Habib Meyer;Cadres d'entreprise
507;PA719436;M.;Meizonnet;Nicolas;;Nicolas_Meizonnet;37;Meizonnet Nicolas;Cadres d'entreprise
508;PA720704;Mme;Vichnievsky;Laurence;;Laurence_Vichnievsky;66;Vichnievsky Laurence;Cadres de la fonction publique, professions intellectuelles et artistiques
509;PA267260;Mme;Poletti;Bérengère;1959-10-14;Bérengère_Poletti;61;Poletti Bérengère;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
510;PA642764;M.;Aviragnet;Joël;1956-06-16;Joël_Aviragnet;64;Aviragnet Joël;Cadres d'entreprise
511;PA721012;Mme;Kéclard-Mondésir;Manuéla;;Manuéla_Kéclard-Mondésir;49;Kéclard-Mondésir Manuéla;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
512;PA721384;Mme;Fontenel-Personne;Pascale;;Pascale_Fontenel-Personne;58;Fontenel-Personne Pascale;Commerçants et assimilés
513;PA605131;M.;Castaner;Christophe;1966-01-03;Christophe_Castaner;55;Castaner Christophe;Cadres de la fonction publique, professions intellectuelles et artistiques
514;PA722082;Mme;Ballet-Blu;Françoise;;Françoise_Ballet-Blu;;Ballet-Blu Françoise;Artisans
515;PA722280;M.;Meyer;Philippe;;Philippe_Meyer_(homme_politique);51;Meyer Philippe;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
516;PA333818;M.;Hutin;Christian;1961-01-18;Christian_Hutin;60;Hutin Christian;Professions libérales et assimilés
517;PA774960;Mme;Santiago;Isabelle;;Isabelle_Santiago;55;Santiago Isabelle;Cadres de la fonction publique, professions intellectuelles et artistiques
518;PA720488;Mme;Six;Valérie;;Valérie_Six;;Six Valérie;Professions libérales et assimilés
519;PA719946;M.;Peltier;Guillaume;;Guillaume_Peltier;44;Peltier Guillaume;Cadres d'entreprise
520;PA709315;M.;Viala;Arnaud;1974-12-04;Arnaud_Viala;46;Viala Arnaud;Cadres de la fonction publique, professions intellectuelles et artistiques
521;PA774954;Mme;Blin;Anne-Laure;;Anne-Laure_Blin;37;Blin Anne-Laure;Sans profession déclarée
522;PA605694;M.;Falorni;Olivier;1972-03-27;Olivier_Falorni;48;Falorni Olivier;Cadres de la fonction publique, professions intellectuelles et artistiques
523;PA721046;Mme;Bassire;Nathalie;;Nathalie_Bassire;53;Bassire Nathalie;Anciens cadres et professions intermédiaires
524;PA346876;M.;Solère;Thierry;1971-08-17;Thierry_Solère;49;Solère Thierry;Cadres d'entreprise
525;PA720928;M.;Corceiro;David;;David_Corceiro;43;Corceiro David;Cadres d'entreprise
526;PA719258;M.;Delpon;Michel;;Michel_Delpon;71;Delpon Michel;Cadres d'entreprise
527;PA342935;Mme;Dubois;Marianne;1957-12-17;Marianne_Dubois;;Dubois Marianne;Sans profession déclarée
528;PA720178;M.;Garcia;Laurent;;Laurent_Garcia;50;Garcia Laurent;Cadres d'entreprise
529;PA606639;M.;Vignal;Patrick;1958-01-22;Patrick_Vignal;63;Vignal Patrick;Chefs d'entreprise de 10 salariés ou plus
530;PA605084;M.;Krabal;Jacques;1948-04-10;Jacques_Krabal;72;Krabal Jacques;Anciens cadres et professions intermédiaires
531;PA1206;M.;Dupont-Aignan;Nicolas;1961-03-07;Nicolas_Dupont-Aignan;59;Dupont-Aignan Nicolas;Cadres de la fonction publique, professions intellectuelles et artistiques
532;PA343493;M.;Rouillard;Gwendal;1976-04-20;Gwendal_Rouillard;44;Rouillard Gwendal;Cadres de la fonction publique, professions intellectuelles et artistiques
533;PA642724;M.;Barbier;Frédéric;1960-08-30;Frédéric_Barbier_(homme_politique);60;Barbier Frédéric;Cadres d'entreprise
534;PA2796;M.;Teissier;Guy;1945-04-04;Guy_Teissier;75;Teissier Guy;Professions libérales et assimilés
535;PA719210;M.;Joncour;Bruno;;Bruno_Joncour;67;Joncour Bruno;Employés de la fonction publique
536;PA721800;M.;Matras;Fabien;;Fabien_Matras;36;Matras Fabien;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
537;PA721864;Mme;Zitouni;Souad;;Souad_Zitouni;46;Zitouni Souad;Professions libérales et assimilés
538;PA721054;M.;Lorion;David;;David_Lorion;56;Lorion David;Cadres de la fonction publique, professions intellectuelles et artistiques
539;PA759192;M.;Poudroux;Jean-Luc;;Jean-Luc_Poudroux;70;Poudroux Jean-Luc;Anciens cadres et professions intermédiaires
540;PA2529;M.;Reitzer;Jean-Luc;1951-12-29;Jean-Luc_Reitzer;69;Reitzer Jean-Luc;Cadres d'entreprise
541;PA1630;M.;Herbillon;Michel;1951-03-06;Michel_Herbillon;69;Herbillon Michel;Cadres d'entreprise
542;PA2492;M.;Quentin;Didier;1946-12-23;Didier_Quentin;74;Quentin Didier;Cadres de la fonction publique, professions intellectuelles et artistiques
543;PA1029;M.;Deflesselles;Bernard;1953-10-16;Bernard_Deflesselles;67;Deflesselles Bernard;Cadres d'entreprise
544;PA223837;M.;Brochand;Bernard;1938-06-05;Bernard_Brochand;82;Brochand Bernard;Anciens cadres et professions intermédiaires
545;PA267794;Mme;Tabarot;Michèle;1962-10-13;Michèle_Tabarot;58;Tabarot Michèle;Chefs d'entreprise de 10 salariés ou plus
546;PA721636;M.;Parigi;Jean-François;;Jean-François_Parigi;61;Parigi Jean-François;Sans profession déclarée
547;PA330788;M.;Reynès;Bernard;1953-10-18;Bernard_Reynès;67;Reynès Bernard;Professions libérales et assimilés
548;PA721070;Mme;Ramassamy;Nadia;;Nadia_Ramassamy;59;Ramassamy Nadia;Professions libérales et assimilés
549;PA336439;M.;Clément;Jean-Michel;1954-10-31;Jean-Michel_Clément;66;Clément Jean-Michel;Professions libérales et assimilés
550;PA720038;Mme;Josso;Sandrine;;Sandrine_Josso;45;Josso Sandrine;Professions libérales et assimilés
551;PA722358;M.;Gassilloud;Thomas;;Thomas_Gassilloud;39;Gassilloud Thomas;Chefs d'entreprise de 10 salariés ou plus
552;PA610654;M.;Nilor;Jean-Philippe;1965-05-15;Jean-Philippe_Nilor;55;Nilor Jean-Philippe;Cadres de la fonction publique, professions intellectuelles et artistiques
553;PA721174;M.;Son-Forget;Joachim;;Joachim_Son-Forget;37;Son-Forget Joachim;Cadres de la fonction publique, professions intellectuelles et artistiques
554;PA267337;Mme;Bouchet;Claire;;Claire_Bouchet;67;Bouchet Claire;Employés de la fonction publique
555;PA721538;Mme;Roques-Etienne;Muriel;;Muriel_Roques-Étienne;41;Roques-Etienne Muriel;Cadres d'entreprise
556;PA721576;Mme;Bouchet Bellecourt;Sylvie;;Sylvie_Bouchet Bellecourt;63;Bouchet Bellecourt Sylvie;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
557;PA719020;Mme;Porte;Nathalie;;Nathalie_Porte;48;Porte Nathalie;Cadres d'entreprise
558;PA720672;M.;Therry;Robert;;Robert_Therry;73;Therry Robert;Anciens agriculteurs exploitants
559;PA604;M.;Bouley;Bernard;;Bernard_Bouley;70;Bouley Bernard;Chefs d'entreprise de 10 salariés ou plus
560;PA774952;M.;Benassaya;Philippe;;Philippe_Benassaya;56;Benassaya Philippe;Artisans
561;PA774956;M.;Hemedinger;Yves;;Yves_Hemedinger;55;Hemedinger Yves;Cadres d'entreprise
562;PA719002;M.;Ravier;Julien;;Julien_Ravier;43;Ravier Julien;Cadres d'entreprise
563;PA720006;M.;Geismar;Luc;;Luc_Geismar;;Geismar Luc;Cadres d'entreprise
564;PA643004;M.;Labille;Grégory;;Grégory_Labille;52;Labille Grégory;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
565;PA774958;M.;Leseul;Gérard;;Gérard_Leseul;60;Leseul Gérard;Cadres d'entreprise
566;PA643192;Mme;Jourdan;Chantal;;Chantal_Jourdan;62;Jourdan Chantal;Cadres de la fonction publique, professions intellectuelles et artistiques
567;PA721768;Mme;Silin;Marie;;Marie_Silin;42;Silin Marie;Cadres d'entreprise
568;PA774962;Mme;Lebon;Karine;;Karine_Lebon;35;Lebon Karine;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
569;PA721666;Mme;Audibert;Edith;;Edith_Audibert;72;Audibert Edith;Anciens employés et ouvriers
570;PA720802;Mme;Pujol;Catherine;;Catherine_Pujol_(femme_politique);60;Pujol Catherine;Sans profession déclarée
571;PA331567;Mme;de La Raudière;Laure;1965-02-12;Laure_de La Raudière;56;de La Raudière Laure;Chefs d'entreprise de 10 salariés ou plus
572;PA719806;Mme;Auconie;Sophie;;Sophie_Auconie;57;Auconie Sophie;Chefs d'entreprise de 10 salariés ou plus
573;PA717151;Mme;de Sarnez;Marielle;;Marielle_de Sarnez;;de Sarnez Marielle;Cadres de la fonction publique, professions intellectuelles et artistiques
574;PA998;M.;Dassault;Olivier;1951-06-01;Olivier_Dassault;69;Dassault Olivier;Chefs d'entreprise de 10 salariés ou plus